Fraction of Spies,Trial 0 Precision,Trial 1 Precision,Trial 2 Precision,Trial 3 Precision,Trial 4 Precision,Trial 5 Precision,Trial 6 Precision,Trial 7 Precision
0.25,0.18666666666666668,0.16,0.22666666666666666,0.18666666666666668,0.2,0.16,0.22666666666666666,0.21333333333333335
