Fraction of Spies,Trial 0 Precision,Trial 1 Precision,Trial 2 Precision,Trial 3 Precision,Trial 4 Precision,Trial 5 Precision,Trial 6 Precision,Trial 7 Precision
0.25,0.09333333333333334,0.18666666666666668,0.28,0.12,0.17333333333333334,0.14666666666666667,0.16,0.18666666666666668
