Fraction of Spies,Trial 0 Precision,Trial 1 Precision,Trial 2 Precision,Trial 3 Precision,Trial 4 Precision,Trial 5 Precision,Trial 6 Precision,Trial 7 Precision
0.25,0.29333333333333333,0.24,0.17333333333333334,0.21333333333333335,0.21333333333333335,0.16,0.17333333333333334,0.25333333333333335
