Fraction of Spies,Trial 0 Precision,Trial 1 Precision,Trial 2 Precision,Trial 3 Precision,Trial 4 Precision,Trial 5 Precision,Trial 6 Precision,Trial 7 Precision
0.25,0.10666666666666667,0.24,0.16,0.2,0.18666666666666668,0.25333333333333335,0.2,0.24
