Fraction of Spies,Trial 0 Precision,Trial 1 Precision,Trial 2 Precision,Trial 3 Precision,Trial 4 Precision,Trial 5 Precision,Trial 6 Precision,Trial 7 Precision
0.2,0.175,0.075,0.2,0.0875,0.0875,0.075,0.2,0.1375
