Fraction of Spies,Trial 0 Precision,Trial 1 Precision,Trial 2 Precision,Trial 3 Precision,Trial 4 Precision,Trial 5 Precision,Trial 6 Precision,Trial 7 Precision
0.25,0.17333333333333334,0.24,0.36,0.22666666666666666,0.3333333333333333,0.25333333333333335,0.26666666666666666,0.12
